,fighter_name,height,weight
693,Daniel Spohn,193.04,93.07000000000001
694,Daniel Straus,170.18,65.83
695,Daniel Teymur,165.1,65.83
696,Daniel Weichel,177.8,65.83
697,Danielle Taylor,152.4,52.21
698,Danillo Villefort,185.42,83.99000000000001
699,Danilo Belluardo,182.88,70.37
700,Danny Abbadi,180.34,70.37
701,Danny Castillo,175.26,70.37
702,Danny Davis,187.96,77.18
703,Danny Downes,182.88,70.37
704,Danny Henry,182.88,65.83
705,Danny Martinez,167.64000000000001,56.75
706,Danny Mitchell,187.96,77.18
707,Danny Navarro,177.8,70.37
708,Danny Roberts,185.42,77.18
709,Dante Rivera,185.42,83.99000000000001
710,Darko Stosic,182.88,93.07000000000001
711,Daron Cruickshank,172.72,70.37
712,Darrel Gholar,172.72,88.07600000000001
713,Darrell Horcher,177.8,70.37
714,Darrell Montague,167.64000000000001,56.75
715,Darren Elkins,177.8,65.83
716,Darren Stewart,182.88,83.99000000000001
717,Darren Till,182.88,77.18
718,Darren Uyenoyama,167.64000000000001,56.75
719,Darrill Schoonover,187.96,99.88000000000001
720,Darrion Caldwell,177.8,61.29
721,Darryl Cobb,175.26,83.99000000000001
722,Dashawn Boatwright,182.88,93.07000000000001
723,Dashon Johnson,170.18,65.83
724,Dave Beneteau,187.96,113.5
725,Dave Cochran,167.64000000000001,70.37
726,Dave Courchaine,172.72,77.18
727,Dave Dalgliesh,187.96,93.07000000000001
728,Dave Galera,180.34,61.29
729,Dave Herman,193.04,109.86800000000001
730,Dave Jansen,175.26,70.37
731,Dave Martin,182.88,93.07000000000001
732,Dave Menne,177.8,77.18
733,Dave Phillips,182.88,83.99000000000001
734,Dave Rickels,180.34,70.37
735,Dave Strasser,177.8,77.18
736,Dave Terrel,172.72,77.18
737,Davey Grant,172.72,61.29
738,Davi Ramos,167.64000000000001,70.37
739,David Abbott,182.88,120.31
740,David Avellan,175.26,83.99000000000001
741,David Baron,167.64000000000001,70.37
742,David Barrios,167.64000000000001,65.83
743,David Bielkheden,177.8,70.37
744,David Blanco,170.18,65.83
745,David Branch,185.42,83.99000000000001
746,David Dodd,187.96,90.8
747,David Douglas,180.34,70.37
748,David Gardner,180.34,70.37
749,David Heath,180.34,93.07000000000001
750,David Hood,182.88,90.8
751,David Hulett,177.8,77.18
752,David Kaplan,170.18,70.37
753,David Lee,177.8,70.37
754,David Levicki,195.57999999999998,124.85000000000001
755,David Loiseau,182.88,83.99000000000001
756,David Marshall,187.96,77.18
757,David Michaud,175.26,70.37
758,David Mitchell,182.88,77.18
759,David Rasouli,170.18,70.37
760,David Roberts,185.42,77.18
761,David Terrell,185.42,83.99000000000001
762,David Teymur,175.26,70.37
763,David Velasquez,165.1,65.83
764,David Zawada,182.88,77.18
765,Dayana Silva,170.18,61.29
766,DeAnna Bennett,162.56,56.75
767,DeMarco Villalona,175.26,83.99000000000001
768,Dean Lister,185.42,83.99000000000001
769,Deiveson Figueiredo,165.1,56.75
770,Deividas Taurosevicius,175.26,65.83
771,Del Hawkins,165.1,61.29
772,Delson Heleno,180.34,83.99000000000001
773,Demetrious Johnson,160.02,56.75
774,Demetrius Gioulacos,180.34,83.99000000000001
775,Demian Maia,185.42,77.18
776,Denis Kang,180.34,83.99000000000001
777,Denis Sobolev,190.5,98.06400000000001
778,Denis Stojnic,182.88,111.23
779,Dennis Bermudez,167.64000000000001,70.37
780,Dennis Bryant,182.88,93.07000000000001
781,Dennis Hallman,175.26,70.37
782,Dennis Olson,182.88,77.18
783,Dennis Siver,167.64000000000001,65.83
784,Derek Anderson,182.88,70.37
785,Derek Bohi,193.04,118.04
786,Derek Brunson,185.42,83.99000000000001
787,Derek Campos,175.26,70.37
788,Derek Downey,185.42,83.99000000000001
789,Derek Getzel,182.88,70.37
790,Deron Winn,167.64000000000001,83.99000000000001
791,Derrick Krantz,177.8,77.18
792,Derrick Lewis,190.5,118.04
793,Derrick Mehmen,193.04,93.07000000000001
794,Derrick Noble,175.26,77.18
795,Desmond Green,177.8,70.37
796,Devin Clark,182.88,93.07000000000001
797,Devin Cole,193.04,108.96000000000001
798,Devin Powell,182.88,70.37
799,Devonte Smith,175.26,70.37
800,Dhiego Lima,187.96,77.18
801,Diana Belbita,170.18,61.29
802,Diego Brandao,170.18,65.83
803,Diego Ferreira,175.26,70.37
804,Diego Henrique da Silva,187.96,83.99000000000001
805,Diego Nunes,167.64000000000001,65.83
806,Diego Rivas,172.72,65.83
807,Diego Sanchez,177.8,77.18
808,Diego Saraiva,167.64000000000001,70.37
809,Dieusel Berto,175.26,90.8
810,Dileno Lopes,165.1,61.29
811,Dillon Smith,182.88,77.18
812,Din Thomas,175.26,70.37
813,Dion Staring,185.42,106.69
814,Dmitri Stepanov,190.5,98.518
815,Dmitrii Smoliakov,187.96,114.86200000000001
816,Dmitry Poberezhets,190.5,107.598
817,Dmitry Sosnovskiy,190.5,108.96000000000001
818,Dokonjonosuke Mishima,170.18,70.37
819,Dom Pilarte,182.88,61.29
820,Dominic Brown,180.34,86.26
821,Dominic Clark,177.8,70.37
822,Dominic Waters,185.42,77.18
823,Dominick Cruz,172.72,61.29
824,Dominick Reyes,193.04,93.07000000000001
825,Dominique Steele,177.8,77.18
826,Don Frye,185.42,99.426
827,Don Madge,182.88,70.37
828,Don'Tale Mayes,198.12,118.04
829,Donald Cerrone,185.42,70.37
830,Donald Sanchez,177.8,65.83
831,Donavon Frelow,170.18,61.29
832,Dong Hyun Kim,187.96,77.18
833,Dong Hyun Ma,180.34,70.37
834,Dong Sik Yoon,182.88,83.99000000000001
835,Dongi Yang,177.8,83.99000000000001
836,Donnie Chappell,180.34,80.812
837,Donnie Liles,175.26,77.18
838,Donny Walker,175.26,61.29
839,Dooho Choi,177.8,65.83
840,Dorian Price,190.5,77.18
841,Dos Caras Jr.,193.04,102.15
842,Doug Evans,175.26,70.37
843,Doug Marshall,177.8,93.07000000000001
844,Douglas Lima,185.42,77.18
845,Douglas Silva de Andrade,170.18,61.29
846,Drakkar Klose,175.26,70.37
847,Drew Dober,172.72,70.37
848,Drew Fickett,177.8,70.37
849,Drew McFedries,182.88,83.99000000000001
850,Duane Ludwig,177.8,77.18
851,Duda Santana,170.18,65.83
852,Dustin Hazelett,185.42,77.18
853,Dustin Jacoby,193.04,83.99000000000001
854,Dustin Kimura,170.18,61.29
855,Dustin Moore,162.56,56.75
856,Dustin Neace,175.26,65.83
857,Dustin Ortiz,165.1,56.75
858,Dustin Pague,175.26,61.29
859,Dustin Poirier,175.26,70.37
860,Dustin West,180.34,77.18
861,Dwayne Cason,177.8,96.248
862,Dwight Grant,185.42,77.18
863,Dylan Andrews,185.42,83.99000000000001
864,Ebenezer Fontes Braga,182.88,90.346
865,Ed Herman,185.42,93.07000000000001
866,Ed Ratcliff,177.8,70.37
867,Eddie Alvarez,175.26,70.37
868,Eddie Gordon,182.88,83.99000000000001
869,Eddie Mendez,177.8,83.99000000000001
870,Eddie Ruiz,170.18,70.37
871,Eddie Sanchez,187.96,104.42
872,Eddie Wineland,170.18,61.29
873,Eddie Yagin,170.18,65.83
874,Eddy Ellis,175.26,77.18
875,Eddy Millis,185.42,83.99000000000001
876,Edgar Garcia,177.8,77.18
877,Edilberto de Oliveira,182.88,77.18
878,Edmen Shahbazyan,187.96,83.99000000000001
879,Ednaldo Oliveira,195.57999999999998,93.07000000000001
880,Edson Barboza,180.34,70.37
881,Edson Berto,167.64000000000001,70.37
882,Edson Drago,193.04,99.88000000000001
883,Eduardo Bustillos,172.72,61.29
884,Eduardo Dantas,177.8,61.29
885,Eduardo Pamplona,180.34,77.18
886,Edwin Aguilar,177.8,83.99000000000001
887,Edwin DeWees,185.42,83.99000000000001
888,Edwin Figueroa,170.18,61.29
889,Efrain Escudero,175.26,70.37
890,Egan Inoue,175.26,86.26
891,Egidijus Valavicius,182.88,90.8
892,Eiji Ishikawa,177.8,77.18
893,Eiji Mitsuoka,170.18,65.83
894,Elaina Maxwell,172.72,65.83
895,Eldari Kurtanidze,167.64000000000001,106.69
896,Eldo Xavier Dias,180.34,81.72
897,Eli Tamez,170.18,61.29
898,Elias Garcia,165.1,56.75
899,Elias Silverio,180.34,70.37
900,Elias Theodorou,185.42,83.99000000000001
901,Elias Urbina,190.5,83.99000000000001
902,Eliot Marshall,187.96,93.07000000000001
903,Elisha Helsper,167.64000000000001,61.29
904,Elizabeth Phillips,167.64000000000001,61.29
905,Elizeu Zaleski dos Santos,180.34,77.18
906,Elvis Mutapcic,182.88,83.99000000000001
907,Elvis Sinosic,190.5,93.07000000000001
908,Emanuel Newton,185.42,93.07000000000001
909,Emil Meek,180.34,77.18
910,Emiliano Sordi,187.96,93.07000000000001
911,Emilio Chavez,175.26,65.83
912,Emily Peters Kagan,160.02,52.21
913,Emily Whitmire,165.1,52.21
914,Emmanuel Sanchez,175.26,65.83
915,Emmanuel Yarborough,203.2,349.58
916,Enrique Barzola,170.18,65.83
917,Enrique Marin,177.8,77.18
918,Enson Inoue,177.8,95.34
919,Eric Bedard,187.96,108.506
920,Eric Castile,172.72,65.83
921,Eric Esch,180.34,158.9
922,Eric Irvin,172.72,70.37
923,Eric Lawson,182.88,83.99000000000001
924,Eric Schafer,190.5,83.99000000000001
925,Eric Schambari,180.34,83.99000000000001
926,Eric Shelton,167.64000000000001,56.75
927,Eric Spicely,185.42,83.99000000000001
928,Eric Wisely,172.72,65.83
929,Eric Wray,182.88,77.18
930,Erick Montano,182.88,77.18
931,Erick Sanchez,177.8,65.83
932,Erick Silva,182.88,77.18
933,Erick Wanderlei,185.42,93.07000000000001
934,Ericka Almeida,167.64000000000001,52.21
935,Erik Apple,182.88,77.18
936,Erik Koch,177.8,70.37
937,Erik Perez,172.72,61.29
938,Ernest Chavez,172.72,65.83
939,Ernie Verdicia,180.34,90.346
940,Errol Zimmerman,190.5,83.99000000000001
941,Eryk Anders,185.42,83.99000000000001
942,Estefani Almeida,162.56,56.75
943,Estevan Payan,177.8,65.83
944,Eugene Jackson,172.72,83.99000000000001
945,Eugenio Tadeu,172.72,72.64
946,Eun Soo Lee,185.42,97.61
947,Evan Dunham,177.8,70.37
948,Evan Tanner,182.88,83.99000000000001
949,Evangelista Santos,177.8,77.18
950,Everett Sims,195.57999999999998,118.04
951,Ewerton Teixeira,185.42,109.86800000000001
952,Fabian Gonzalez,177.8,61.29
953,Fabiano Iha,172.72,70.37
954,Fabiano Scherner,190.5,116.678
955,Fabio Gurgel,182.88,93.07000000000001
956,Fabio Maldonado,185.42,93.07000000000001
957,Fabio Mello,165.1,70.37
958,Fabio Nascimento,177.8,83.99000000000001
959,Fabio Silva,180.34,93.07000000000001
960,Fabricio Camoes,177.8,70.37
961,Fabricio Guerreiro,177.8,65.83
962,Fabricio Werdum,193.04,104.87400000000001
963,Falaniko Vitale,177.8,83.99000000000001
964,Federico Lopez,162.56,63.106
965,Fedor Emelianenko,182.88,104.42
966,Felice Herrig,162.56,52.21
967,Felicia Spencer,167.64000000000001,65.83
968,Felipe Arantes,172.72,61.29
969,Felipe Colares,175.26,61.29
970,Felipe Olivieri,175.26,70.37
971,Felipe Silva,182.88,70.37
972,Fernando Bruno,167.64000000000001,65.83
973,Fernando Gonzalez,175.26,77.18
974,Filip Pejic,172.72,61.29
975,Fiona Muxlow,162.56,65.83
976,Flavio Luiz Moura,180.34,83.08200000000001
977,Floyd Sword,182.88,83.99000000000001
978,Forrest Griffin,190.5,93.07000000000001
979,Forrest Petz,175.26,77.18
980,Francimar Barroso,185.42,93.07000000000001
981,Francis Carmont,190.5,93.07000000000001
982,Francis Ngannou,193.04,113.5
983,Francisco Bueno,175.26,102.15
984,Francisco France,182.88,93.07000000000001
985,Francisco Rivera,172.72,61.29
986,Francisco Trevino,175.26,70.37
987,Francisco Trinaldo,175.26,70.37
988,Francois Botha,187.96,118.04
989,Frank Camacho,177.8,77.18
990,Frank Gomez,177.8,61.29
991,Frank Lester,180.34,77.18
992,Frank Megallon,177.8,83.99000000000001
993,Frank Mir,190.5,119.85600000000001
994,Frank Shamrock,177.8,83.99000000000001
995,Frank Trigg,175.26,77.18
996,Frankie Edgar,167.64000000000001,65.83
997,Frankie Perez,180.34,70.37
998,Frankie Saenz,167.64000000000001,61.29
999,Fred Ettish,182.88,81.72
1000,Frederick Brown,182.88,106.69
1001,Fredson Paixao,167.64000000000001,65.83
1002,Fredy Serrano,160.02,56.75
1003,Gabe Lemley,172.72,70.37
1004,Gabe Ruediger,177.8,70.37
1005,Gabriel Benitez,172.72,65.83
1006,Gabriel Carrasco,167.64000000000001,61.29
1007,Gabriel Checco,185.42,83.99000000000001
1008,Gabriel Gonzaga,187.96,109.86800000000001
1009,Gabriel Miglioli,172.72,77.18
1010,Gabriel Salinas-Jones,185.42,111.23
1011,Gabriel Silva,167.64000000000001,61.29
1012,Gabrielle Holloway,160.02,65.83
1013,Gadzhimurad Antigulov,180.34,93.07000000000001
1014,Galore Bofando,180.34,77.18
1015,Gan McGee,208.28,120.31
1016,Garett Whiteley,182.88,70.37
1017,Garreth McLellan,185.42,83.99000000000001
1018,Garrett Gross,175.26,70.37
1019,Garrett Mueller,175.26,61.29
1020,Gary Frazier,182.88,111.23
1021,Gary Goodridge,190.5,113.046
1022,Gary Padilla,180.34,93.07000000000001
1023,Gary Quan,172.72,64.922
1024,Gary Tapusoa,170.18,83.99000000000001
1025,Gasan Umalatov,180.34,77.18
1026,Gaston Reyno,182.88,65.83
1027,Gavin Tucker,167.64000000000001,65.83
1028,Geane Herrera,165.1,56.75
1029,Gegard Mousasi,187.96,83.99000000000001
1030,Genki Sudo,175.26,70.37
1031,Geoff Neal,180.34,77.18
1032,George Allen,187.96,93.07000000000001
1033,George Bush,185.42,93.07000000000001
1034,George Pacurariu,170.18,61.29
1035,George Roop,185.42,61.29
1036,George Sotiropoulos,177.8,70.37
1037,George Stork,177.8,83.99000000000001
1038,George Sullivan,182.88,77.18
1039,George Zuniga,175.26,83.99000000000001
1040,Georges St-Pierre,180.34,83.99000000000001
1041,Georgi Karakhanyan,172.72,65.83
1042,Gerald Harris,180.34,83.99000000000001
1043,Gerald Meerschaert,185.42,83.99000000000001
1044,Gerald Strebendt,175.26,70.37
1045,Geraldo de Freitas,175.26,61.29
1046,Gerard Gordeau,195.57999999999998,98.06400000000001
1047,Germaine de Randamie,175.26,61.29
1048,Geronimo dos Santos,190.5,119.85600000000001
1049,Gerry Harris,203.2,122.58
1050,Gesias Cavalcante,172.72,70.37
1051,Geza Kalman,185.42,90.8
1052,Giacomo Lemos,190.5,115.77000000000001
1053,Gian Villante,190.5,93.07000000000001
1054,Gideon Ray,177.8,83.99000000000001
1055,Giga Chikadze,182.88,65.83
1056,Gil Castillo,175.26,77.18
1057,Gilbert Aldana,185.42,113.5
1058,Gilbert Burns,177.8,70.37
1059,Gilbert Melendez,175.26,65.83
1060,Gilbert Rael,172.72,70.37
1061,Gilbert Smith,175.26,83.99000000000001
1062,Gilbert Yvel,187.96,102.15
1063,Gilles Arsene,175.26,86.26
1064,Gillian Robertson,165.1,56.75
1065,Gina Carano,172.72,65.83
1066,Gina Mazany,167.64000000000001,61.29
1067,Gisele Moreira,167.64000000000001,61.29
1068,Glaico Franca,182.88,70.37
1069,Gleidson Cutis,175.26,70.37
1070,Gleison Tibau,177.8,70.37
1071,Gleristone Santos,175.26,65.83
1072,Glover Teixeira,187.96,93.07000000000001
1073,Godofredo Pepey,170.18,65.83
1074,Goiti Yamauchi,177.8,65.83
1075,Gokhan Saki,182.88,93.07000000000001
1076,Goran Reljic,190.5,93.07000000000001
1077,Grant Dawson,177.8,65.83
1078,Gray Maynard,175.26,70.37
1079,Greg Hardy,195.57999999999998,120.31
1080,Greg McIntyre,177.8,70.37
1081,Greg Nagy,185.42,95.34
1082,Greg Rebello,182.88,108.96000000000001
1083,Greg Scott,175.26,65.83
1084,Greg Soto,180.34,77.18
1085,Greg Stott,170.18,99.88000000000001
1086,Gregor Gillespie,170.18,70.37
1087,Gregory Bouchelaghem,187.96,83.08200000000001
1088,Grigorii Popov,170.18,61.29
1089,Guido Cannetti,167.64000000000001,61.29
1090,Guilherme Vasconcelos,182.88,83.99000000000001
1091,Guilherme Viana,193.04,93.07000000000001
1092,Gunnar Nelson,180.34,77.18
1093,Gustavo Gabriel,167.64000000000001,56.75
1094,Guto Inocente,190.5,93.07000000000001
1095,Guy Mezger,185.42,90.8
1096,Hacran Dias,172.72,70.37
1097,Hakeem Dawodu,172.72,65.83
1098,Han Ten Yun,180.34,99.88000000000001
1099,Hannah Cifers,154.94,52.21
1100,Hannah Goldy,162.56,52.21
1101,Hans Nijman,182.88,113.5
1102,Hans Stringer,190.5,93.07000000000001
1103,Harold Howard,187.96,108.96000000000001
1104,Harris Sarmiento,175.26,70.37
1105,Harry Moskowitz,195.57999999999998,124.85000000000001
1106,Hatsu Hioki,180.34,65.83
1107,Hayato Sakurai,170.18,76.272
1108,Hayder Hassan,177.8,77.18
1109,Heath Herring,193.04,113.5
1110,Heather Jo Clark,167.64000000000001,52.21
1111,Hector Aldana,180.34,77.18
1112,Hector Lombard,175.26,83.99000000000001
1113,Hector Ramirez,182.88,93.07000000000001
1114,Hector Sandoval,157.48000000000002,56.75
1115,Hector Urbina,180.34,77.18
1116,Helio Dipp,195.57999999999998,83.99000000000001
1117,Henrique da Silva,190.5,93.07000000000001
1118,Henry Briones,172.72,61.29
1119,Henry Cejudo,162.56,61.29
1120,Henry Corrales,175.26,65.83
1121,Henry Martinez,170.18,70.37
1122,Henry Miller,170.18,122.58
1123,Herman Renting,182.88,97.61
1124,Hermes Franca,167.64000000000001,70.37
1125,Hernani Perpetuo,182.88,77.18
1126,Herschel Walker,185.42,97.61
1127,Hidehiko Hasegawa,175.26,77.18
1128,Hidehiko Yoshida,180.34,102.15
1129,Hideo Tokoro,170.18,61.29
1130,Hidetaka Monma,182.88,76.272
1131,Hiroko Yamanaka,180.34,61.29
1132,Hiromitsu Kanehara,177.8,90.8
1133,Hiromitsu Miura,175.26,77.18
1134,Hirotaka Yokoi,180.34,93.07000000000001
1135,Hiroyuki Abe,167.64000000000001,65.83
1136,Hiroyuki Takaya,167.64000000000001,63.106
1137,Hisaki Kato,182.88,83.99000000000001
1138,Hitomi Akano,162.56,61.29
1139,Holly Holm,172.72,65.83
1140,Homer Moore,177.8,93.07000000000001
1141,Hong Man Choi,218.44000000000003,149.82
1142,Horacio Gutierrez,177.8,65.83
1143,Houston Alexander,182.88,93.07000000000001
1144,Houston Dorr,185.42,95.34
1145,Hu Yaozong,190.5,93.07000000000001
1146,Hugh Pulley,182.88,70.37
1147,Hugo Duarte,182.88,108.96000000000001
1148,Hugo Viana,167.64000000000001,61.29
1149,Humberto Bandenay,180.34,65.83
1150,Humberto Brown,177.8,65.83
1151,Hussain Rasouli,167.64000000000001,61.29
1152,Hyun Gyu Lim,190.5,77.18
1153,Ian Butler,172.72,70.37
1154,Ian Entwistle,165.1,61.29
1155,Ian Freeman,180.34,102.15
1156,Ian Heinisch,180.34,83.99000000000001
1157,Ian Loveland,172.72,65.83
1158,Ian McCall,165.1,56.75
1159,Ian Murphy,185.42,83.99000000000001
1160,Ian Rammel,182.88,83.99000000000001
1161,Ibragim Magomedov,182.88,113.5
1162,Icho Larenas,190.5,106.69
1163,Ido Pariente,172.72,70.37
1164,Idris Wasi,182.88,84.444
1165,Igor Araujo,185.42,77.18
1166,Igor Borisov,182.88,106.69
1167,Igor Gracie,180.34,77.18
1168,Igor Pokrajac,182.88,93.07000000000001
1169,Igor Vovchanchyn,172.72,93.07000000000001
1170,Igor Zinoviev,185.42,90.346
1171,Ikuhisa Minowa,175.26,82.174
1172,Ildemar Alcantara,187.96,83.99000000000001
1173,Iliarde Santos,165.1,56.75
1174,Ilima Macfarlane,162.56,56.75
1175,Ilir Latifi,177.8,93.07000000000001
1176,Ion Cutelaba,185.42,93.07000000000001
1177,Iony Razafiarison,160.02,65.83
1178,Iouri Kotchkine,187.96,106.69
1179,Irene Aldana,175.26,61.29
1180,Isaac Vallie-Flagg,172.72,70.37
1181,Isaiah Hill,177.8,70.37
1182,Isao Kobayashi,172.72,65.83
1183,Islam Makhachev,177.8,70.37
1184,Ismail Naurdiev,177.8,77.18
1185,Israel Adesanya,193.04,83.99000000000001
1186,Israel Delgado,177.8,70.37
1187,Israel Giron,172.72,70.37
1188,Issei Tamura,165.1,61.29
1189,Iuri Alcantara,175.26,61.29
1190,Ivan Cole,175.26,61.29
1191,Ivan Jorge,175.26,70.37
1192,Ivan Lopez,167.64000000000001,61.29
1193,Ivan Menjivar,167.64000000000001,65.83
1194,Ivan Salaverry,182.88,83.99000000000001
1195,Ivan Serati,182.88,93.07000000000001
1196,Ivan Shtyrkov,182.88,93.07000000000001
1197,Izabela Badurek,165.1,52.21
1198,JC Cottrell,175.26,70.37
1199,JJ Aldrich,165.1,56.75
1200,JJ Ambrose,177.8,77.18
1201,JJ Okanovich,180.34,70.37
1202,JP Buys,167.64000000000001,56.75
1203,JR Coughran,167.64000000000001,65.83
1204,Jacare Souza,185.42,83.99000000000001
1205,Jack Hermansson,185.42,83.99000000000001
1206,Jack Marshman,182.88,83.99000000000001
1207,Jack May,203.2,115.77000000000001
1208,Jack Morrison,180.34,93.07000000000001
1209,Jack Shore,175.26,61.29
1210,Jacob Kilburn,175.26,65.83
1211,Jacob Rosales,180.34,70.37
1212,Jacob Volkmann,175.26,70.37
1213,Jadson Costa,170.18,70.37
1214,Jae Suk Lim,175.26,77.18
1215,Jaime Alvarez,172.72,56.75
1216,Jaime Jara,185.42,93.07000000000001
1217,Jaimee Nievera,165.1,56.75
1218,Jairzinho Rozenstruik,193.04,109.86800000000001
1219,Jake Collier,190.5,93.07000000000001
1220,Jake Ellenberger,175.26,77.18
1221,Jake Hecht,182.88,77.18
1222,Jake Lindsey,180.34,70.37
1223,Jake Matthews,180.34,77.18
1224,Jake O'Brien,190.5,93.07000000000001
1225,Jake Rosholt,185.42,83.99000000000001
1226,Jake Shields,182.88,77.18
1227,Jakob Lovstad,190.5,93.07000000000001
1228,Jalin Turner,190.5,70.37
1229,Jamahal Hill,193.04,113.5
1230,Jamall Emmers,177.8,65.83
1231,Jameel Massouh,177.8,65.83
1232,Jamelle Jones,182.88,93.07000000000001
1233,James Barnes,172.72,65.83
1234,James Bochnovic,193.04,93.07000000000001
1235,James Giboo,180.34,77.18
1236,James Gray,175.26,61.29
1237,James Hammortree,190.5,83.99000000000001
1238,James Head,185.42,77.18
1239,James Irvin,187.96,93.07000000000001
1240,James Krause,187.96,77.18
1241,James Lee,180.34,93.07000000000001
1242,James McSweeney,193.04,104.42
1243,James Moontasri,177.8,77.18
1244,James Mulheron,177.8,110.322
1245,James Reese,175.26,70.37
1246,James Te Huna,187.96,83.99000000000001
1247,James Terry,177.8,77.18
1248,James Thompson,195.57999999999998,120.31
1249,James Toney,175.26,99.88000000000001
1250,James Vick,190.5,70.37
1251,James Wade,177.8,93.07000000000001
1252,James Wallace,177.8,70.37
1253,James Wilks,185.42,77.18
1254,James Zikic,187.96,93.07000000000001
1255,Jamie Colleen,160.02,52.21
1256,Jamie Moyle,154.94,52.21
1257,Jamie Pickett,187.96,83.99000000000001
1258,Jamie Varner,172.72,70.37
1259,Jamie Yager,185.42,83.99000000000001
1260,Jan Blachowicz,187.96,93.07000000000001
1261,Jan Finney,172.72,61.29
1262,Jan Nortje,185.42,140.74
1263,Jared Cannonier,180.34,83.99000000000001
1264,Jared Chaffee,177.8,70.37
1265,Jared Gordon,175.26,70.37
1266,Jared Hamman,190.5,83.99000000000001
1267,Jared Papazian,172.72,61.29
1268,Jared Rollins,175.26,77.18
1269,Jared Rosholt,187.96,120.31
1270,Jarjis Danho,190.5,120.31
1271,Jarred Brooks,160.02,56.75
1272,Jarrod Kwitty,172.72,83.99000000000001
1273,Jason Black,172.72,70.37
1274,Jason Brilz,180.34,93.07000000000001
1275,Jason Butcher,190.5,83.99000000000001
1276,Jason Day,182.88,83.99000000000001
1277,Jason DeLucia,180.34,86.26
1278,Jason Dent,177.8,70.37
1279,Jason Fairn,185.42,104.42
1280,Jason Freeman,187.96,102.15
1281,Jason Gilliam,182.88,77.18
1282,Jason Glaza,182.88,104.42
1283,Jason Godsey,187.96,104.42
1284,Jason Gonzalez,187.96,70.37
1285,Jason Guida,177.8,97.156
1286,Jason High,172.72,70.37
1287,Jason Ireland,175.26,73.09400000000001
1288,Jason Jackson,185.42,77.18
1289,Jason Knight,177.8,65.83
1290,Jason Lambert,190.5,83.99000000000001
1291,Jason MacDonald,190.5,83.99000000000001
1292,Jason McLean,165.1,65.83
1293,Jason Medina,175.26,81.72
1294,Jason Miller,185.42,83.99000000000001
1295,Jason Novelli,182.88,70.37
1296,Jason Reinhardt,167.64000000000001,61.29
1297,Jason Riley,198.12,111.23
1298,Jason Saggo,180.34,70.37
1299,Jason Suttie,182.88,95.34
1300,Jason Tan,177.8,77.18
1301,Jason Thacker,177.8,83.99000000000001
1302,Jason Von Flue,182.88,77.18
1303,Jason Young,175.26,65.83
1304,Javi Alanis,167.64000000000001,61.29
1305,Javier Vazquez,170.18,65.83
1306,Javy Ayala,185.42,120.31
1307,Jay Cucciniello,170.18,70.37
1308,Jay Hieron,182.88,77.18
1309,Jay Silva,187.96,83.99000000000001
1310,Jean Francois Lenogue,182.88,83.99000000000001
1311,Jean Silva,167.64000000000001,72.64
1312,Jeff Bedard,167.64000000000001,65.83
1313,Jeff Cox,177.8,70.37
1314,Jeff Curran,167.64000000000001,61.29
1315,Jeff Hougland,170.18,61.29
1316,Jeff Hughes,187.96,113.5
1317,Jeff Joslin,182.88,77.18
1318,Jeff Monson,175.26,112.138
1319,Jeff Newton,187.96,93.07000000000001
1320,Jeff Terry,187.96,93.07000000000001
1321,Jeimeson Saudino,167.64000000000001,61.29
1322,Jenel Lausa,165.1,56.75
1323,Jenna Castillo,157.48000000000002,56.75
1324,Jennifer Maia,162.56,56.75
1325,Jens Pulver,170.18,65.83
1326,Jeremiah Billington,175.26,93.07000000000001
1327,Jeremiah Constant,185.42,108.96000000000001
1328,Jeremiah Labiano,177.8,61.29
1329,Jeremiah Metcalf,185.42,83.99000000000001
1330,Jeremiah O'Neal,172.72,118.04
1331,Jeremiah Riggs,182.88,83.99000000000001
1332,Jeremie Holloway,182.88,77.18
1333,Jeremy Horn,185.42,83.99000000000001
1334,Jeremy Jackson,177.8,77.18
1335,Jeremy Kennedy,180.34,65.83
1336,Jeremy Kimball,182.88,93.07000000000001
1337,Jeremy Lang,180.34,93.07000000000001
1338,Jeremy Larsen,177.8,65.83
1339,Jeremy Malaterre,180.34,70.37
1340,Jeremy May,185.42,83.99000000000001
1341,Jeremy Stephens,172.72,65.83
1342,Jeri Sitzes,165.1,56.75
1343,Jermaine Andre,170.18,90.8
1344,Jerome LeBanner,190.5,120.31
1345,Jerrel Venetiaan,185.42,88.53
1346,Jerrod Sanders,172.72,61.29
1347,Jerron Peoples,182.88,77.18
1348,Jerry Bohlander,180.34,90.346
1349,Jess Liaudin,175.26,77.18
1350,Jessamyn Duke,180.34,61.29
1351,Jesse Bongfeldt,182.88,83.99000000000001
1352,Jesse Finney,182.88,77.18
1353,Jesse Forbes,187.96,83.99000000000001
1354,Jesse Fujarczyk,193.04,102.15
1355,Jesse Jones,175.26,77.18
1356,Jesse Juarez,185.42,77.18
1357,Jesse Lennox,175.26,77.18
1358,Jesse Moreng,170.18,65.83
1359,Jesse Ronson,177.8,70.37
1360,Jesse Sanders,182.88,77.18
1361,Jesse Taylor,182.88,77.18
1362,Jessica Aguilar,160.02,52.21
1363,Jessica Andrade,154.94,52.21
1364,Jessica Eye,167.64000000000001,56.75
1365,Jessica Penne,165.1,52.21
1366,Jessica Rakoczy,170.18,52.21
