,fighter_name,height,weight
1367,Jessica-Rose Clark,165.1,56.75
1368,Jessin Ayari,182.88,70.37
1369,Jesus Pinedo,177.8,70.37
1370,Ji Yeon Kim,170.18,56.75
1371,Jianping Yang,170.18,65.83
1372,Jim Alers,175.26,65.83
1373,Jim Miller,172.72,70.37
1374,Jim Mullen,185.42,97.61
1375,Jimi Manuwa,185.42,93.07000000000001
1376,Jimmie Rivera,162.56,61.29
1377,Jimmy Ambriz,187.96,143.01
1378,Jimmy Crute,187.96,93.07000000000001
1379,Jimmy Quinlan,182.88,83.99000000000001
1380,Jimmy Wallhead,177.8,77.18
1381,Jimy Hettes,175.26,65.83
1382,Jin Oh Kim,175.26,93.07000000000001
1383,Jin Soo Son,167.64000000000001,61.29
1384,Joachim Christensen,190.5,93.07000000000001
1385,Joachim Hansen,170.18,68.10000000000001
1386,Joanna Jedrzejczyk,167.64000000000001,56.75
1387,Joanne Calderwood,167.64000000000001,56.75
1388,Joao Paulo Faria,175.26,70.37
1389,Joao Pierini,185.42,70.37
1390,Joao Roque,167.64000000000001,70.37
1391,Joao Zeferino,180.34,77.18
1392,Joaquim Silva,172.72,70.37
1393,Joby Sanchez,167.64000000000001,61.29
1394,Jocelyn Jones-Lybarger,170.18,52.21
1395,Jodie Esquibel,154.94,52.21
1396,Joe Benoit,175.26,77.18
1397,Joe Brammer,172.72,70.37
1398,Joe Camacho,175.26,70.37
1399,Joe Cason,190.5,93.07000000000001
1400,Joe Charles,185.42,118.04
1401,Joe Doerksen,182.88,83.99000000000001
1402,Joe Duffy,177.8,70.37
1403,Joe Ellenberger,175.26,70.37
1404,Joe Giannetti,182.88,70.37
1405,Joe Gigliotti,180.34,83.99000000000001
1406,Joe Hurley,172.72,70.37
1407,Joe Jordan,167.64000000000001,70.37
1408,Joe Lauzon,177.8,70.37
1409,Joe Lowry,177.8,70.37
1410,Joe Martin,175.26,77.18
1411,Joe Merritt,182.88,77.18
1412,Joe Moreira,180.34,88.53
1413,Joe Neal,167.64000000000001,61.29
1414,Joe Pardo,185.42,95.34
1415,Joe Pearson,177.8,65.83
1416,Joe Proctor,177.8,70.37
1417,Joe Riggs,182.88,83.99000000000001
1418,Joe Schilling,190.5,83.99000000000001
1419,Joe Slick,182.88,90.346
1420,Joe Son,162.56,107.144
1421,Joe Soto,167.64000000000001,61.29
1422,Joe Stevenson,170.18,65.83
1423,Joe Taimanglo,162.56,61.29
1424,Joe Vedepo,182.88,83.99000000000001
1425,Joe Veres,170.18,70.37
1426,Joe Warren,167.64000000000001,61.29
1427,Joe Wilk,175.26,65.83
1428,Joel Alvarez,190.5,70.37
1429,Joel Sutton,180.34,93.07000000000001
1430,Joel Thomas ,177.8,77.18
1431,Joey Beltran,185.42,83.99000000000001
1432,Joey Gambino,170.18,65.83
1433,Joey Gilbert,180.34,70.37
1434,Joey Gomez,177.8,70.37
1435,Joey Roberts,187.96,90.8
1436,Joey Villasenor,182.88,83.99000000000001
1437,Johil de Oliveira,167.64000000000001,77.18
1438,John Albert,172.72,61.29
1439,John Alessio,177.8,70.37
1440,John Allan,185.42,93.07000000000001
1441,John Campetella,175.26,106.69
1442,John Castaneda,170.18,61.29
1443,John Cholish,180.34,70.37
1444,John Cofer,175.26,70.37
1445,John Dixson,182.88,124.85000000000001
1446,John Dodson,160.02,61.29
1447,John Donaldson,172.72,65.83
1448,John Doyle,180.34,93.07000000000001
1449,John Franchi,167.64000000000001,65.83
1450,John Gunderson,175.26,70.37
1451,John Gunther,175.26,70.37
1452,John Halverson,175.26,70.37
1453,John Hathaway,185.42,77.18
1454,John Hosman,177.8,61.29
1455,John Howard,170.18,77.18
1456,John Kelly,175.26,77.18
1457,John Kolosci,180.34,83.99000000000001
1458,John Lewis,182.88,70.37
1459,John Lineker,160.02,61.29
1460,John Lober,180.34,90.346
1461,John Maguire,175.26,70.37
1462,John Makdessi,172.72,70.37
1463,John Marsh,182.88,120.31
1464,John Matua,187.96,181.6
1465,John Moraga,167.64000000000001,56.75
1466,John Paul Elias,193.04,93.07000000000001
1467,John Phillips,180.34,83.99000000000001
1468,John Polakowski,177.8,70.37
1469,John Reedy,172.72,70.37
1470,John Renken,182.88,86.26
1471,John Salgado,177.8,77.18
1472,John Salter,185.42,83.99000000000001
1473,John Teixeira,170.18,65.83
1474,Johnny Bedford,177.8,61.29
1475,Johnny Case,177.8,70.37
1476,Johnny Cisneros,180.34,77.18
1477,Johnny Eduardo,170.18,61.29
1478,Johnny Rees,182.88,77.18
1479,Johnny Rhodes,182.88,95.34
1480,Johnny Sampaio,172.72,77.18
1481,Johnny Walker,195.57999999999998,93.07000000000001
1482,Johny Hendricks,175.26,83.99000000000001
1483,Jon Delos Reyes,167.64000000000001,56.75
1484,Jon Fitch,182.88,77.18
1485,Jon Hess,200.66,133.93
1486,Jon Jones,193.04,93.07000000000001
1487,Jon Koppenhaver,180.34,77.18
1488,Jon Madsen,182.88,108.96000000000001
1489,Jon Manley,185.42,77.18
1490,Jon Murphy,190.5,118.04
1491,Jon Olav Einemo,198.12,114.86200000000001
1492,Jon Tuck,180.34,70.37
1493,Jonatas Novaes,180.34,77.18
1494,Jonathan  Mix,182.88,76.272
1495,Jonathan Brookins,182.88,65.83
1496,Jonathan Goulet,182.88,77.18
1497,Jonathan Martinez,172.72,61.29
1498,Jonathan Meunier,190.5,77.18
1499,Jonathan Pearce,182.88,70.37
1500,Jonathan Santa Maria,175.26,56.75
1501,Jonathan Wiezorek,190.5,113.5
1502,Jonathan Wilson,187.96,93.07000000000001
1503,Jonavin Webb,177.8,77.18
1504,Jong Man Kim,170.18,63.106
1505,Jong Wang Kim,185.42,108.96000000000001
1506,Jong Won Kim,170.18,63.106
1507,Jonny Carson,177.8,70.37
1508,Jonny Goh,180.34,70.37
1509,Jordan Bailey,175.26,65.83
1510,Jordan Espinosa,167.64000000000001,56.75
1511,Jordan Griffin,177.8,65.83
1512,Jordan Johnson,187.96,93.07000000000001
1513,Jordan Mein,182.88,77.18
1514,Jordan Parsons,175.26,65.83
1515,Jordan Radev,170.18,83.99000000000001
1516,Jordan Rinaldi,177.8,65.83
1517,Jordan Williams,182.88,77.18
1518,Jordan Wright,187.96,83.99000000000001
1519,Jorge Gurgel,170.18,70.37
1520,Jorge Interiano,185.42,93.07000000000001
1521,Jorge Lopez,177.8,77.18
1522,Jorge Masvidal,180.34,77.18
1523,Jorge Oliveira,185.42,93.07000000000001
1524,Jorge Ortiz,182.88,83.99000000000001
1525,Jorge Patino,172.72,77.18
1526,Jorge Rivera,185.42,83.99000000000001
1527,Jorge Santiago,185.42,77.18
1528,Jorge de Oliveira,172.72,70.37
1529,Jorgen Kruth,187.96,93.07000000000001
1530,Jose Aldo,170.18,65.83
1531,Jose Canseco,193.04,108.96000000000001
1532,Jose Landi-Jons,180.34,77.18
1533,Jose Maria,165.1,56.75
1534,Jose Palacios,175.26,65.83
1535,Jose Quinonez,172.72,61.29
1536,Jose Torres,162.56,56.75
1537,Joseph Benavidez,162.56,56.75
1538,Joseph Morales,167.64000000000001,56.75
1539,Joseph Sandoval,170.18,61.29
1540,Joseph Solecki,175.26,70.37
1541,Josh Appelt,177.8,115.77000000000001
1542,Josh Barnett,190.5,113.5
1543,Josh Bennett,193.04,117.586
1544,Josh Bryant,177.8,83.99000000000001
1545,Josh Bumgarner,185.42,77.18
1546,Josh Burns,185.42,110.77600000000001
1547,Josh Clopton,167.64000000000001,65.83
1548,Josh Copeland,185.42,120.31
1549,Josh Diekmann,162.56,111.684
1550,Josh Emmett,167.64000000000001,65.83
1551,Josh Ferguson,165.1,56.75
1552,Josh Grispi,180.34,65.83
1553,Josh Haynes,175.26,77.18
1554,Josh Hendricks,187.96,106.69
1555,Josh Janousek,180.34,83.99000000000001
1556,Josh Koscheck,177.8,77.18
1557,Josh LaBerge,177.8,65.83
1558,Josh Neal,182.88,83.99000000000001
1559,Josh Neer,180.34,77.18
1560,Josh Paiva,167.64000000000001,56.75
1561,Josh Parisian,193.04,120.31
1562,Josh Pulsifer,177.8,65.83
1563,Josh Rafferty,182.88,77.18
1564,Josh Samman,190.5,83.99000000000001
1565,Josh San Diego,177.8,61.29
1566,Josh Shockley,185.42,70.37
1567,Josh Shockman,193.04,106.69
1568,Josh Smith,182.88,70.37
1569,Josh Stansbury,187.96,93.07000000000001
1570,Josh Stuart,175.26,72.64
1571,Josh Thomson,177.8,70.37
1572,Josh Thornburg,182.88,77.18
1573,Joshua Burkman,177.8,77.18
1574,Joshua Sampo,162.56,56.75
1575,Juan Adams,195.57999999999998,120.31
1576,Juan Espino,193.04,113.5
1577,Juan Mott,182.88,86.26
1578,Juan Puig,175.26,65.83
1579,Jules Bruchez,182.88,93.07000000000001
1580,Julia Avila,162.56,61.29
1581,Julia Budd,170.18,65.83
1582,Julian Erosa,185.42,65.83
1583,Julian Marquez,187.96,83.99000000000001
1584,Julian Sanchez,190.5,136.20000000000002
1585,Juliana Lima,165.1,52.21
1586,Julianna Pena,167.64000000000001,61.29
1587,Julie Kedzie,165.1,61.29
1588,Julija Stoliarenko,170.18,65.83
1589,Julio Arce,170.18,65.83
1590,Julio Cesar Neves Jr.,172.72,65.83
1591,Julio Paulino,182.88,77.18
1592,Jumabieke Tuerxun,170.18,61.29
1593,Jun Yong Park,182.88,77.18
1594,Junie Browning,175.26,70.37
1595,Junior Albini,190.5,119.85600000000001
1596,Junior Assuncao,175.26,65.83
1597,Junior Barata,177.8,77.18
1598,Junior Dos Santos,193.04,108.052
1599,Junior Hernandez,175.26,61.29
1600,Jussier Formiga,165.1,56.75
1601,Justin Bruckmann,175.26,77.18
1602,Justin Buchholz,182.88,70.37
1603,Justin Davis,180.34,93.07000000000001
1604,Justin Edwards,177.8,70.37
1605,Justin Eilers,185.42,106.69
1606,Justin Frazier,182.88,120.31
1607,Justin Gaethje,180.34,70.37
1608,Justin Gonzales,175.26,65.83
1609,Justin Guthrie,185.42,77.18
1610,Justin Haskins,177.8,77.18
1611,Justin Hawes,180.34,93.07000000000001
1612,Justin James,177.8,70.37
1613,Justin Jones,180.34,83.99000000000001
1614,Justin Lawrence,172.72,65.83
1615,Justin Ledet,193.04,93.07000000000001
1616,Justin Levens,180.34,83.99000000000001
1617,Justin Martin,182.88,83.99000000000001
1618,Justin McCully,185.42,102.15
1619,Justin McElfresh,198.12,93.07000000000001
1620,Justin Patterson,177.8,77.18
1621,Justin Robbins,165.1,61.29
1622,Justin Salas,172.72,70.37
1623,Justin Scoggins,170.18,56.75
1624,Justin Sumter,187.96,83.99000000000001
1625,Justin Wilcox,167.64000000000001,70.37
1626,Justin Willis,185.42,119.85600000000001
1627,Justin Wren,187.96,120.31
1628,Justine Kish,165.1,56.75
1629,Jutaro Nakao,175.26,77.18
1630,KJ Noons,177.8,70.37
1631,Kai Kara-France,165.1,56.75
1632,Kailin Curran,162.56,52.21
1633,Kaitlin Young,175.26,61.29
1634,Kajan Johnson,180.34,70.37
1635,Kaleo Kwan,170.18,70.37
1636,Kali Robbins,160.02,52.21
1637,Kalib Starnes,190.5,83.99000000000001
1638,Kalindra Faria,170.18,56.75
1639,Kaline Medeiros,160.02,52.21
1640,Kamal Shalorus,172.72,70.37
1641,Kamaru Usman,182.88,77.18
1642,Kamuela Kirk,175.26,65.83
1643,Karen Darabedyan,170.18,70.37
1644,Karine Gevorgyan,162.56,56.75
1645,Karl Amoussou,180.34,83.99000000000001
1646,Karl Reed,190.5,93.07000000000001
1647,Karl Roberson,185.42,93.07000000000001
1648,Karla Benitez,160.02,51.302
1649,Karlos Vemola,182.88,83.99000000000001
1650,Karo Parisyan,177.8,77.18
1651,Karol Rosa,167.64000000000001,61.29
1652,Karolina Kowalkiewicz,160.02,52.21
1653,Katlyn Chookagian,175.26,56.75
1654,Katsuhiko Nagata,170.18,69.916
1655,Katsuhisa Fujii,182.88,93.07000000000001
1656,Katsunori Kikuno,172.72,65.83
1657,Katsuya Inoue,175.26,76.272
1658,Katsuyori Shibata,182.88,76.272
1659,Kazuhiro Hamanaka,182.88,83.99000000000001
1660,Kazuhiro Nakamura,180.34,93.07000000000001
1661,Kazuhisa Watanabe,167.64000000000001,63.106
1662,Kazuki Okubo,180.34,79.45
1663,Kazuki Tokudome,180.34,70.37
1664,Kazunari Murakami,185.42,99.88000000000001
1665,Kazunori Yokota,172.72,69.916
1666,Kazuo Misaki,172.72,83.08200000000001
1667,Kazushi Sakuraba,182.88,83.99000000000001
1668,Kazuyuki Fujita,182.88,106.69
1669,Kazuyuki Miyata,172.72,63.106
1670,Keigo Kunihara,182.88,106.69
1671,Keiichiro Yamamiya,180.34,83.99000000000001
1672,Keisuke Fujiwara,167.64000000000001,63.106
1673,Keita Nakamura,180.34,77.18
1674,Keith Berish,182.88,93.07000000000001
1675,Keith Berry,185.42,83.99000000000001
1676,Keith Hackney,180.34,90.8
1677,Keith Jardine,187.96,83.99000000000001
1678,Keith Mielke,172.72,83.99000000000001
1679,Keith Rockel,182.88,83.99000000000001
1680,Keith Wisniewski,182.88,77.18
1681,Kelly Dullanty,172.72,70.37
1682,Kelly Faszholz,172.72,61.29
1683,Kelly Kobold,167.64000000000001,61.29
1684,Kelly Velasco,175.26,61.29
1685,Kelvin Gastelum,175.26,83.99000000000001
1686,Ken Kaneko,182.88,73.09400000000001
1687,Ken Shamrock,185.42,93.07000000000001
1688,Ken Stone,172.72,61.29
1689,Kendall Grove,198.12,83.99000000000001
1690,Kengo Ura,175.26,74.91
1691,Kengo Watanabe,193.04,99.88000000000001
1692,Kenichi Yamamoto,182.88,77.18
1693,Kenji Arai,177.8,65.83
1694,Kenji Osawa,170.18,61.29
1695,Kenneth Alexander,175.26,70.37
1696,Kenneth Bergh,187.96,93.07000000000001
1697,Kenneth Seegrist,182.88,83.99000000000001
1698,Kenny Florian,177.8,65.83
1699,Kenny Giddens,180.34,70.37
1700,Kenny Robertson,177.8,77.18
1701,Kenyon Jackson,182.88,83.99000000000001
1702,Kerry Schall,187.96,120.31
1703,Kerry Vera,170.18,61.29
1704,Kestutis Smirnovas,177.8,90.8
1705,Ketlen Vieira,172.72,61.29
1706,Kevin Aguilar,170.18,65.83
1707,Kevin Burns,177.8,77.18
1708,Kevin Casey,180.34,83.99000000000001
1709,Kevin Engel,187.96,77.18
1710,Kevin Ferguson,187.96,106.69
1711,Kevin Gray,162.56,56.75
1712,Kevin Haley,187.96,93.07000000000001
1713,Kevin Holland,190.5,83.99000000000001
1714,Kevin Jackson,177.8,90.346
1715,Kevin Jordan,190.5,111.23
1716,Kevin Knabjian,177.8,77.18
1717,Kevin Lee,175.26,77.18
1718,Kevin Randleman,177.8,93.07000000000001
1719,Kevin Roddy,180.34,65.83
1720,Kevin Rosier,193.04,124.85000000000001
1721,Kevin Souza,182.88,65.83
1722,Kevin Syler,175.26,70.37
1723,Khabib Nurmagomedov,177.8,70.37
1724,Khadis Ibragimov,187.96,93.07000000000001
1725,Khalid Murtazaliev,182.88,83.99000000000001
1726,Khalid Taha,165.1,61.29
1727,Khalil Rountree Jr.,185.42,93.07000000000001
1728,Khomkrit Niimi,157.48000000000002,56.75
1729,Kiichi Kunimoto,177.8,77.18
1730,Kim Couture,172.72,61.29
1731,Kim In Seok,167.64000000000001,65.83
1732,Kimo Leopoldo,190.5,106.69
1733,Kin Moy,165.1,61.29
1734,Kiril Sidelnikov,180.34,104.42
1735,Kit Cope,182.88,77.18
1736,Kiyoshi Tamura,180.34,83.99000000000001
1737,Klayton Mai,175.26,56.75
1738,Klidson Abreu,182.88,106.69
1739,Koichiro Matsumoto,170.18,65.83
1740,Koji Kitao,200.66,158.9
1741,Koji Oishi,172.72,77.18
1742,Konstantin Erokhin,180.34,104.42
1743,Kotetsu Boku,175.26,69.916
1744,Kris McCray,182.88,77.18
1745,Kristian Rothaermel,182.88,93.07000000000001
1746,Kristof Midoux,185.42,99.88000000000001
1747,Kron Gracie,175.26,65.83
1748,Krzysztof Jotko,185.42,83.99000000000001
1749,Krzysztof Soszynski,185.42,93.07000000000001
1750,Kultar Gill,182.88,69.916
1751,Kuniyoshi Hironaka,177.8,76.272
1752,Kurt Holobaugh,180.34,70.37
1753,Kurt Pellegrino,172.72,70.37
1754,Kwan Ho Kwak,165.1,61.29
1755,Kyle Bochniak,170.18,65.83
1756,Kyle Bolt,187.96,83.99000000000001
1757,Kyle Bradley,175.26,70.37
1758,Kyle Daukaus,190.5,83.99000000000001
1759,Kyle Dietz,172.72,61.29
1760,Kyle Jensen,175.26,77.18
1761,Kyle Kingsbury,193.04,93.07000000000001
1762,Kyle Nelson,180.34,70.37
1763,Kyle Noke,185.42,77.18
1764,Kyle Prepolec,177.8,77.18
1765,Kyle Stewart,187.96,77.18
1766,Kyle Sturgeon,190.5,102.15
1767,Kyle Watson,182.88,70.37
1768,Kyler Phillips,172.72,61.29
1769,Kyoji Horiguchi,165.1,56.75
1770,Kyosuke Sasaki,170.18,83.08200000000001
1771,Kyung Ho Kang,175.26,61.29
1772,LC Davis,172.72,61.29
1773,Lacey Schuckman,160.02,56.75
1774,Lance Benoist,180.34,77.18
1775,Lance Gibson,175.26,83.99000000000001
1776,Lance Lawrence,182.88,65.83
1777,Lando Vannata,175.26,70.37
1778,Landon Showalter,182.88,83.99000000000001
1779,Larissa Pacheco,170.18,61.29
1780,Larry Cureton,187.96,108.96000000000001
1781,Larry Parker,180.34,93.07000000000001
1782,Laureano Staropoli,185.42,77.18
1783,Lauren Mueller,165.1,56.75
1784,Lauren Murphy,170.18,56.75
1785,Lavar Johnson,193.04,108.96000000000001
1786,Laverne Clark,180.34,77.18
1787,Lazar Stojadinovic,170.18,65.83
1788,Leah Letson,170.18,65.83
1789,Leandro Issa,170.18,61.29
1790,Leandro Silva,175.26,70.37
1791,Lee Brousseau,185.42,93.07000000000001
1792,Lee Gibson,170.18,70.37
1793,Lee Kwan Bum,187.96,129.844
1794,Lee Murray,190.5,83.99000000000001
1795,Leigh Remedios,170.18,70.37
1796,Leiticia Pestova,167.64000000000001,61.29
1797,Lemont Davis,172.72,77.18
1798,Len Bentley,175.26,70.37
1799,Leo Kuntz,177.8,70.37
1800,Leo Sylvest,180.34,93.07000000000001
1801,Leon Edwards,182.88,77.18
1802,Leon Shahbazyan,193.04,77.18
1803,Leonard Garcia,177.8,65.83
1804,Leonardo Augusto Leleco,182.88,83.99000000000001
1805,Leonardo Mafra,177.8,70.37
1806,Leonardo Morales,172.72,61.29
1807,Leonardo Santos,182.88,70.37
1808,Leonardo Silva,187.96,83.99000000000001
1809,Leslie Smith,175.26,61.29
1810,Levan Makashvili,172.72,65.83
1811,Levi Avera,185.42,77.18
1812,Lewis Gonzalez,177.8,77.18
1813,Li Jingliang,182.88,77.18
1814,Liam McGeary,198.12,93.07000000000001
1815,Liana Jojua,162.56,61.29
1816,Lina Kvokov,175.26,61.29
1817,Lina Lansberg,170.18,61.29
1818,Linton Vassell,193.04,93.07000000000001
1819,Lisa Ellis,162.56,52.21
1820,Lissette Neri,157.48000000000002,65.83
1821,Liu Pingyuan,167.64000000000001,61.29
1822,Livinha Souza,165.1,52.21
1823,Liz Carmouche,167.64000000000001,56.75
1824,Lloyd Van Dams,185.42,108.96000000000001
1825,Lodune Sincaid,175.26,83.99000000000001
1826,Logan Clark,187.96,83.99000000000001
1827,Lorenz Larkin,180.34,77.18
1828,Lorenzo Hood,190.5,120.31
1829,Louis Gaudinot,160.02,56.75
1830,Louis Jauregui,170.18,77.18
1831,Louis Smolka,175.26,61.29
1832,Louis Taylor,180.34,83.99000000000001
1833,Lowell Anderson,167.64000000000001,72.64
1834,Luan Chagas,182.88,77.18
1835,Luana Carolina,167.64000000000001,56.75
1836,Luc Bondole,187.96,93.07000000000001
1837,Lucas Lopes,187.96,83.99000000000001
1838,Lucas Martins,182.88,65.83
1839,Luciano Azevedo,190.5,73.09400000000001
1840,Lucie Pudilova,172.72,56.75
1841,Lucio Linhares,187.96,83.99000000000001
1842,Luigi Fioravanti,172.72,77.18
1843,Luigi Vendramini,172.72,77.18
1844,Luis Gomez,170.18,65.83
1845,Luis Henrique,187.96,110.322
1846,Luis Pena,190.5,70.37
1847,Luis Ramos,172.72,77.18
1848,Luis Santos,185.42,77.18
1849,Luiz Azeredo,175.26,69.916
1850,Luiz Cane,187.96,83.99000000000001
1851,Luiz Dutra,180.34,77.18
1852,Luiz Firmino,167.64000000000001,69.916
1853,Lukasz Sajewski,172.72,70.37
1854,Luke Barnatt,198.12,83.99000000000001
1855,Luke Caudillo,170.18,70.37
1856,Luke Cummo,182.88,77.18
1857,Luke Flores,182.88,70.37
1858,Luke Jumeau,180.34,77.18
1859,Luke Rockhold,190.5,83.99000000000001
1860,Luke Sanders,167.64000000000001,61.29
1861,Luke Stewart,180.34,77.18
1862,Luke Zachrich,187.96,83.99000000000001
1863,Lumumba Sayers,182.88,83.99000000000001
1864,Lyle Beerbohm,177.8,70.37
1865,Lyman Good,182.88,77.18
1866,Lyoto Machida,185.42,83.99000000000001
1867,Mabelly Lima,157.48000000000002,61.29
1868,Mac Danzig,172.72,70.37
1869,Maciej Jewtuszko,182.88,70.37
1870,Mackens Semerzier,175.26,65.83
1871,Mackenzie Dern,162.56,52.21
1872,Macy Chiasson,180.34,61.29
1873,Mads Burnell,172.72,65.83
1874,Magno Almeida,182.88,70.37
1875,Magnus Cedenblad,195.57999999999998,83.99000000000001
1876,Magomed Ankalaev,190.5,93.07000000000001
1877,Magomed Bibulatov,165.1,56.75
1878,Magomed Mustafaev,172.72,70.37
1879,Magomed Sultanakhmedov,187.96,83.99000000000001
1880,Maia Stevenson,162.56,52.21
1881,Maiara Amanajas dos Santos,165.1,52.21
1882,Maiquel Falcao,180.34,83.99000000000001
1883,Mairbek Taisumov,175.26,70.37
1884,Maki Pitolo,177.8,83.99000000000001
1885,Makoto Takimoto,170.18,93.07000000000001
1886,Makwan Amirkhani,177.8,65.83
1887,Mal Foki,170.18,99.88000000000001
1888,Manny Bermudez,177.8,61.29
1889,Manny Tapia,165.1,61.29
1890,Manny Vazquez,177.8,56.75
1891,Manuel Rodriguez,175.26,77.18
1892,Manvel Gamburyan,165.1,61.29
1893,Mara Romero Borella,167.64000000000001,56.75
1894,Marc Diakiese,177.8,70.37
1895,Marc Stevens,175.26,70.37
1896,Marc-Andre Barriault,185.42,83.99000000000001
1897,Marcel Fortuna,185.42,93.07000000000001
1898,Marcelo Aguiar,177.8,77.18
1899,Marcelo Brito,185.42,77.18
1900,Marcelo Golm,190.5,113.046
1901,Marcelo Guimaraes,182.88,83.99000000000001
1902,Marcelo Mello,170.18,77.18
1903,Marcin Bandel,177.8,70.37
1904,Marcin Held,175.26,70.37
1905,Marcin Prachnio,190.5,93.07000000000001
1906,Marcin Tybura,190.5,113.046
1907,Marcin Wrzosek,175.26,70.37
1908,Marcio Alexandre Junior,182.88,83.99000000000001
1909,Marcio Cruz,193.04,105.328
1910,Marcio Navarro,182.88,70.37
1911,Marco Beltran,172.72,56.75
1912,Marco Ruas,185.42,95.34
1913,Marcos Bonilla,177.8,65.83
1914,Marcos Conrado Jr.,187.96,99.88000000000001
1915,Marcos Galvao,170.18,61.29
1916,Marcos Mariano,185.42,70.37
1917,Marcos Rogerio de Lima,185.42,114.86200000000001
1918,Marcos Vinicius,175.26,56.75
1919,Marcos da Matta,162.56,65.83
1920,Marcus Aurelio,177.8,70.37
1921,Marcus Bossett,185.42,97.61
1922,Marcus Brimage,162.56,61.29
1923,Marcus Davis,177.8,77.18
1924,Marcus Hicks,167.64000000000001,70.37
1925,Marcus Jones,198.12,120.31
1926,Marcus LeVesseur,175.26,70.37
1927,Marcus Silveira,190.5,109.86800000000001
1928,Maria Oliveira,165.1,52.21
1929,Maria Rios,165.1,56.75
1930,Marina Rodriguez,167.64000000000001,52.21
1931,Mario Bautista,175.26,61.29
1932,Mario Miranda,190.5,83.99000000000001
1933,Mario Neto,182.88,103.96600000000001
1934,Mario Soto,182.88,65.83
1935,Mario Sperry,187.96,93.07000000000001
1936,Marion Reneau,167.64000000000001,61.29
1937,Marius Enache,180.34,70.37
1938,Marius Zaromskis,175.26,77.18
1939,Mark Bocek,172.72,70.37
1940,Mark Cherico,170.18,65.83
1941,Mark Coleman,185.42,93.07000000000001
1942,Mark De La Rosa,167.64000000000001,61.29
1943,Mark Dickman,175.26,65.83
1944,Mark Eddiva,172.72,65.83
1945,Mark Godbeer,193.04,108.96000000000001
1946,Mark Hall,182.88,86.26
1947,Mark Holst,182.88,70.37
1948,Mark Hominick,172.72,65.83
1949,Mark Hughes,175.26,93.07000000000001
1950,Mark Hunt,177.8,120.31
1951,Mark Kerr,190.5,120.76400000000001
1952,Mark Munoz,182.88,83.99000000000001
1953,Mark Robinson,182.88,120.31
1954,Mark Scanlon,175.26,77.18
1955,Mark Schultz,175.26,90.8
1956,Mark Vorgeas,177.8,61.29
1957,Mark Weir,187.96,83.99000000000001
1958,Marko Damiani,182.88,77.18
1959,Markus Perez,185.42,83.99000000000001
1960,Marloes Coenen,175.26,65.83
1961,Marlon Moraes,167.64000000000001,61.29
1962,Marlon Vera,172.72,61.29
1963,Martin Bravo,172.72,65.83
1964,Martin Buschkamp,175.26,65.83
1965,Martin Day,177.8,61.29
1966,Martin Kampmann,182.88,77.18
1967,Martin Svensson,185.42,70.37
1968,Marvin Eastman,175.26,83.99000000000001
1969,Marvin Maldonado,167.64000000000001,61.29
1970,Marvin Vettori,182.88,83.99000000000001
1971,Maryna Moroz,170.18,56.75
1972,Masaaki Satake,185.42,99.88000000000001
1973,Masakatsu Funaki,182.88,83.99000000000001
1974,Masakazu Imanari,162.56,63.106
1975,Masanori Kanehara,170.18,61.29
1976,Masanori Suda,175.26,83.08200000000001
1977,Masanori Tonooka,172.72,83.99000000000001
1978,Masio Fullen,177.8,65.83
1979,Mason Fowler,180.34,77.18
1980,Masutatsu Yano,175.26,89.892
1981,Matheus Nicolau,167.64000000000001,56.75
1982,Mats Nilsson,185.42,77.18
1983,Matt Andersen,187.96,104.42
1984,Matt Arroyo,177.8,77.18
1985,Matt Bessette,177.8,65.83
1986,Matt Brown,182.88,77.18
1987,Matt Dwyer,193.04,77.18
1988,Matt Foki,170.18,99.88000000000001
1989,Matt Frevola,175.26,70.37
1990,Matt Grice,172.72,65.83
1991,Matt Hamill,185.42,93.07000000000001
1992,Matt Hobar,177.8,61.29
1993,Matt Horning,162.56,56.75
1994,Matt Horwich,185.42,83.99000000000001
1995,Matt Hughes,175.26,77.18
1996,Matt Kovacs,182.88,110.77600000000001
1997,Matt Lee,180.34,70.37
1998,Matt Lindland,182.88,83.99000000000001
1999,Matt Lucas,185.42,93.07000000000001
2000,Matt Mitrione,190.5,120.31
2001,Matt Ramirez,165.1,56.75
2002,Matt Sayles,170.18,65.83
2003,Matt Schnell,172.72,61.29
2004,Matt Secor,182.88,77.18
2005,Matt Serra,167.64000000000001,77.18
2006,Matt Skelton,190.5,120.31
2007,Matt Van Buren,195.57999999999998,93.07000000000001
2008,Matt Veach,180.34,70.37
2009,Matt Wiman,177.8,70.37
2010,Matthew Lopez,170.18,61.29
2011,Matthew Riddle,185.42,77.18
2012,Maurice Eazel,170.18,61.29
2013,Maurice Greene,200.66,117.132
2014,Maurice Mitchell,175.26,65.83
2015,Maurice Smith,187.96,100.334
2016,Mauricio Alonso,187.96,77.18
2017,Mauricio Rua,185.42,93.07000000000001
2018,Max Griffin,180.34,77.18
2019,Max Holloway,180.34,70.37
2020,Max Mustaki,182.88,70.37
2021,Maximo Blanco,172.72,65.83
2022,Mayana Kellem,165.1,61.29
2023,Maycee Barber,165.1,56.75
2024,Mayra Bueno Silva,167.64000000000001,61.29
2025,Megan Anderson,182.88,65.83
2026,Megumi Fujii,160.02,51.302
2027,Mehdi Baghdad,185.42,70.37
